"area_sqft","bedroom","bathroom","type","year_built","heating","cooling","parking","elementrary_rating","middle_school_rating","high_school_rating","annual_tax_amount","zestimate"
956,3,1,"Single",1953,"Wall",,,5,2,4,,482917
,3,,"Single",1967,,,,6,2,4,,512810
,2,,"Single",1954,,,,1,1,2,,358089
1400,3,3,"Condo",2010,,"Central",,2,1,2,,500951
962,2,1,"Single",1953,"Wall",,,5,2,4,,477573
,3,,"Single",2014,,,,2,1,2,,473725
1509,3,2,"Single",1963,"ForcedAir",,,3,2,4,,569769
989,3,1,"Single",1954,"Wall",,,1,2,3,,487807
1555,4,3,"Condo",2006,,"Central",,1,2,3,,484879
1164,2,2,"Condo",1984,"ForcedAir","Central",,3,1,2,,360679
,,,"Single",1961,"ForcedAir",,,5,2,4,,509346
1083,3,1,"Single",1954,"Wall",,,1,1,2,,466569
1441,4,2,"Single",1965,"ForcedAir",,,6,2,4,,597069
1129,3,1,"Single",1956,"Wall","Wall",,1,2,3,,478404
1070,2,1,"Condo",1981,"Electric",,,1,2,3,,278236
,4,,"Single",1968,,,,6,2,4,,524296
1187,3,2,"Townhouse",1973,"ForcedAir",,,2,1,2,,389014
1730,3,3,"Single",2003,"ForcedAir","Central",,2,1,2,,518558
,2,,"Single",1943,,,,2,1,2,,430452
,4,,"Single",1954,,,,5,2,4,,471210
,3,,"Single",1953,"Wall",,,5,2,4,,416233
1376,3,2,"Single",1953,,,,5,2,4,,518809
1144,3,2,"Single",1994,"Wall",,,1,1,2,,461378
,4,,"Single",1949,,,,3,1,2,,718475
1427,3,2,"Single",1962,"ForcedAir",,,3,2,4,,527773
1920,3,3,"Single",1980,"ForcedAir",,"2 spaces",1,4,6,11326,779007
3989,5,4,"Single",1988,,"Central","3 spaces",5,4,6,15755,2620930
,4,,"Single",1909,"ForcedAir","Central","2 spaces",5,4,6,27399,1730291
1588,3,2,"Single",1959,,,"5+ spaces",8,7,6,3831,1400983
952,2,1,"Condo",1985,"ForcedAir",,"1 space",7,7,6,5327,502754
1550,3,2,"Single",1963,,,"2 spaces",7,4,6,14129,1264224
1620,3,2,"Mobile",2013,"ForcedAir","Central","2 spaces",7,7,6,1043,288199
1522,4,2,"Single",1970,"ForcedAir",,"3 spaces",4,6,,10430,945006
789,2,1,"Condo",1994,,,,5,4,6,5664,484015
,3,,"Single",1959,,,"2 spaces",7,7,6,10144,675810
880,2,3,"Condo",1963,"Wall",,,1,4,6,3668,373436
1554,4,3,"Condo",1966,,,"2 spaces",7,7,6,7590,571050
1828,4,2,"Single",1963,"ForcedAir",,"2 spaces",4,6,,4829,923535
2114,3,2,"Single",1956,,,"2 spaces",7,4,6,14732,1305388
3269,2,2,"Single",1986,,,"3 spaces",4,6,,8012,1482541
821,1,2,"Condo",1990,,,"1 space",7,7,6,6462,402576
1430,4,2,"Single",1955,,,"2 spaces",7,7,6,3067,976824
2078,3,3,"Single",1997,,,"2 spaces",1,4,6,7152,573038
1352,2,2,"Condo",1974,,"Central","2 spaces",7,7,6,5284,675070
,4,,"Single",2004,,,"3 spaces",5,4,6,27618,1782226
3952,8,5,"Multiple",1963,,,,2,4,6,17875,1090010
660,1,1,"Condo",1985,,,"2 spaces",8,7,6,3212,227930
810,2,1,"Condo",1973,,,,1,4,6,3127,386044
,4,,"Single",1960,,,"2 spaces",8,7,6,10451,874320
2212,4,2,"Single",1933,"ForcedAir",,"1 space",5,4,6,12149,941325
3704,4,4,"Single",1990,"ForcedAir","Central","5+ spaces",4,6,,16678,1750626
948,1,2,"Condo",1990,,,,7,7,6,3190,587654
,4,,"Single",1955,,,"2 spaces",5,4,6,17344,1776950
,3,,"Single",1927,,,"1 space",4,4,6,3560,826987
5014,4,4,"Single",1940,"ForcedAir","Central","2 spaces",5,4,6,8366,2905413
,3,,"Single",1959,"Wall",,"1 space",5,4,6,16968,1109427
2684,3,3,"Single",1987,,"Central","2 spaces",9,4,6,8347,1490835
2036,3,3,"Single",1975,"ForcedAir","Central","Garage",9,4,6,14068,1495000
3230,4,4,"Single",1971,,,"2 spaces",5,4,6,9897,1531246
984,2,2,"Condo",1963,,,,8,7,6,3606,475000
1422,3,1,"Single",1909,,,,5,4,6,5833,948523
2100,3,3,"Single",1939,"ForcedAir","Central","1 space",9,4,6,6821,951547
840,2,1,"Condo",1973,,,,1,4,6,4100,277872
6005,7,5,"Single",2002,,,"2 spaces",8,7,6,26961,3036833
1080,3,2,"Mobile",1974,,,,7,7,6,,259774
,4,,"Single",1970,,,"2 spaces",9,7,6,6128,959981
1568,3,1,"Single",1951,,,"2 spaces",9,8,9,2790,1180174
2434,3,3,"Single",1969,,"Central","4 spaces",5,4,6,14734,972181
1873,3,2,"Single",1982,,,"2 spaces",1,4,6,10970,624688
,4,,"Single",1949,,,,5,4,6,21520,1301089
,1,,"Single",1985,,,"2 spaces",8,7,6,4022,214935
842,2,2,"Condo",1963,"Wall",,"1 space",1,4,6,4724,364938
954,2,2,"Condo",2005,,,"2 spaces",7,7,6,,532657
2332,4,3,"Single",1967,,,"2 spaces",9,7,6,6585,1200005
1616,4,3,"Condo",1966,,,"2 spaces",7,7,6,8431,733683
6862,6,6,"Single",1979,"ForcedAir","Central","5+ spaces",5,4,6,35976,4617689
,3,,"Single",1989,,,"2 spaces",8,7,6,22270,1699472
1107,2,2,"Condo",1971,,,,9,7,6,,474457
,4,,"Single",1963,,,"2 spaces",4,4,6,16866,1060399
1112,2,2,"Condo",1974,"Baseboard",,,7,7,6,6193,460763
1096,2,2,"Condo",1985,,,"2 spaces",8,7,6,8186,626983
,5,,"Multiple",1962,,,"1 space",4,4,6,18018,1850016
2031,3,3,"Single",2017,,,"2 spaces",2,4,6,21378,1680011
952,2,1,"Condo",1984,,,,7,7,6,6137,533499
,4,,"Single",1963,,,"2 spaces",9,4,6,8241,1017875
3064,5,3,"Single",1937,,,"1 space",5,4,6,5702,1367532
,3,,"Single",1974,"ForcedAir",,"4 spaces",5,4,6,23957,1390810
2475,4,3,"Single",1964,,,"2 spaces",7,4,6,5261,998009
,2,,"Single",1947,"Wall","Central","2 spaces",5,4,6,11431,1298192
,,,"Single",2017,,,,5,4,6,16399,1333428
1516,3,3,"Condo",1973,,,,8,7,6,4757,692912
754,2,1,"Condo",1971,"Wall",,,4,4,6,6282,476299
1408,3,2,"Single",1955,,,"2 spaces",7,7,6,3706,819964
1440,4,2,"Mobile",1974,,,"Garage",7,7,6,,214775
1872,4,2,"Single",1954,,,"2 spaces",7,7,6,12186,1122846
,5,,"Multiple",1915,,,,9,4,6,18278,1260273
,4,,"Single",1995,,,,,,,,1127982
2337,4,2.5,"Single",1999,"ForcedAir","Central",,,,,,1135983
2275,3,3,"Single",2007,"ForcedAir","Central",,9,9,10,,1147473
,3,,"Condo",1989,,"Central",,10,9,10,,631125
2243,3,3,"Single",2004,"ForcedAir","Central",,8,8,10,,1139955
3050,4,3,"Single",2012,"ForcedAir","Central",,8,8,10,,1382000
1900,2,3,"Townhouse",1990,"ForcedAir","Central",,10,9,10,,836689
2114,3,3,"Townhouse",1990,"ForcedAir","Central",,10,9,10,,949955
1953,4,3,"Townhouse",1995,"ForcedAir","Central",,8,9,10,,921311
,5,,,2002,,,,8,8,10,,1729167
3527,5,5,"Single",,"ForcedAir","Central",,8,8,10,,1600006
1354,3,2,"Townhouse",1973,"ForcedAir","Central",,8,9,10,,678102
,4,,,1976,,"Central",,8,9,10,,1369534
,4,,"Single",1968,"ForcedAir","Central",,9,9,10,,1045462
1721,2,3,"Townhouse",1990,"ForcedAir","Central",,10,9,10,,848890
1079,2,2,"Condo",1988,"ForcedAir","Central",,8,9,10,,599002
2871,4,3,"Single",1986,,"Central",,8,9,10,,1482680
3091,4,5,"Single",2019,"ForcedAir","Central",,8,9,10,,1392098
3176,5,3,"Single",1998,"ForcedAir","Central",,9,9,10,,1478159
4100,5,5,"Single",1999,"ForcedAir","Central",,8,8,10,,1854462
2936,4,4,"Single",2019,,,,8,8,10,,1429641
988,2,2,"Condo",1993,"ForcedAir","Central",,,,,,535253
3518,4,3,"Single",2019,,,,8,9,10,,1489199
6431,5,6,"Single",2006,"ForcedAir","Central",,9,9,10,,2565387
952,2,1,"Condo",1971,"ForcedAir","Central",,9,9,10,,463097
1944,4,2,"Single",1976,"ForcedAir","Central",,8,9,10,,1036192
5064,5,5,"Single",2007,"ForcedAir","Central",,8,9,10,,2058545
,4,,"Single",1967,,,,,,,,963250
,5,,"Single",2005,,"Central",,9,9,10,,1491070
1026,2,2,"Condo",1986,"ForcedAir","Central",,8,9,10,,589003
1904,4,3,"Condo",1995,"ForcedAir","Central",,8,8,10,,855002
,4,,"Single",1978,"ForcedAir",,,8,9,10,,954544
3471,4,3,"Single",1995,"ForcedAir","Central",,8,8,10,,1303451
3243,4,4,"Single",2016,"ForcedAir","Central",,8,8,10,,1667912
,4,,"Single",2001,,,,8,9,10,,1765318
1064,2,2,"Condo",1970,"Gas","Central",,8,9,10,,542463
1888,3,2,"Single",1998,"ForcedAir","Central",,8,8,10,,1107343
5800,6,7,"Single",2012,"ForcedAir","Central",,9,9,10,,2531993
2904,4,4,"Single",2019,,,,8,8,10,,1531038
2565,4,3,"Single",1995,"ForcedAir","Central",,8,8,10,,1374756
2804,4,3,"Single",1976,"ForcedAir","Central",,8,9,10,,1194301
1230,2,3,"Townhouse",1971,"Wall","Wall",,9,9,10,,484579
1932,3,2,"Condo",1989,"ForcedAir","Central",,10,9,10,,887362
2097,3,3,"Townhouse",1989,"ForcedAir","Central",,10,9,10,,925003
,5,,,2000,,"Central",,8,8,10,,1434475
1107,2,2,"Condo",1987,"ForcedAir","Central",,10,9,10,,615005
2125,3,3,"Single",2016,"ForcedAir","Central",,8,8,10,,1038798
1022,2,1,"Condo",1983,"ForcedAir","Central",,10,9,10,,563082
1079,2,2,"Condo",1988,"ForcedAir","Central",,8,9,10,,658006
3113,4,4.5,"Single",,,,,8,8,10,,1440498
,4,,"Single",2002,,"Central",,9,9,10,,1291928
1058,2,2,"Condo",1988,"ForcedAir","Central",,8,9,10,,575002
,4,,"Single",1981,,,,8,9,10,,1159081
1880,4,3,"Single",1978,"ForcedAir","Central",,9,9,10,,1008028
2847,4,3,"Single",1991,"ForcedAir","Central",,8,8,10,,1331812
,3,,"Single",1979,"ForcedAir","Central",,9,9,10,,808310
3161,4,4,"Single",2019,,,,8,8,10,,1518061
3317,5,3,"Single",2005,"ForcedAir","Central",,9,9,10,,1343161
3018,4,5,"Single",,"ForcedAir","Central",,8,8,10,,1473001
780,2,1,"Condo",1963,"ForcedAir","Central",,9,9,10,,430001
1646,3,3,"Single",2003,"ForcedAir","Central",,8,8,10,,923054
2915,4,3,"Single",1997,"ForcedAir","Central",,9,9,10,,1597874
2017,3,2,"Single",1983,"ForcedAir","Central",,10,9,10,,1237728
1770,3,3,"Single",2006,"ForcedAir","Central",,8,8,10,,948844
2520,4,3,"Single",2003,"ForcedAir","Central",,9,9,10,,1210430
3367,5,3,"Single",1983,"ForcedAir","Central",,8,9,10,,1450005
2162,3,4,"Townhouse",1989,"ForcedAir","Central",,10,9,10,,895003
624,1,1,"Condo",1988,"ForcedAir","Central",,8,9,10,,407760
624,1,1,"Condo",1988,"ForcedAir","Central",,8,9,10,,409003
5052,4,4,"Single",2004,"ForcedAir","Central",,9,9,10,,2215997
428,1,1,"Condo",1988,"ForcedAir","Central",,10,9,10,,365001
657,1,1,"Condo",1988,"ForcedAir","Central",,10,9,10,,297148
1009,2,1,"Condo",1986,"ForcedAir","Central",,10,9,10,,549002
3177,4,5,"Single",2014,"ForcedAir","Central",,8,8,10,,1580002
1042,2,2,"Condo",1986,"ForcedAir","Central",,8,9,10,,639002
2539,4,3,"Single",1983,"ForcedAir","Central",,9,9,10,,1190505
3847,5,5,"Single",1999,"ForcedAir","Central",,8,8,10,,1819169
5303,5,6,"Single",2003,"ForcedAir","Central",,9,9,10,,2265349
,4,,"Single",1995,,,,9,9,10,,1159859
2534,4,3,"Single",2017,"ForcedAir","Central",,8,8,10,,1382154
951,3,2,"Condo",2014,"ForcedAir","Central",,10,9,10,,655002
914,2,2,"Condo",1988,"ForcedAir","Central",,10,9,10,,549952
1015,3,2,"Condo",2014,"ForcedAir","Central",,10,9,10,,678890
2064,3,3,"Townhouse",1989,"ForcedAir","Central",,10,9,10,,899904
2224,4,3,"Single",1998,"ForcedAir","Central",,8,8,10,,1189005
2254,4,4,"Condo",2015,"ForcedAir","Central",,8,8,10,,928802
1164,2,2,"Condo",1986,"ForcedAir","Central",,10,9,10,,605004
2013,4,3,"Single",1964,"ForcedAir","Central",,9,9,10,,1174925
1838,3,2,"Single",1984,"ForcedAir","Central",,8,9,10,,1129007
3200,5,4,"Single",2006,,"Central",,8,8,10,,1331600
1064,2,2,"Townhouse",1971,"ForcedAir","Central",,8,9,10,,540244
2362,4,3,"Single",1979,"ForcedAir","Central",,,,,,1274952
2499,3,3,"Single",1988,"ForcedAir","Central",,10,9,10,,1165004
1999,4,3,"Townhouse",1996,"ForcedAir","Central",,9,9,10,,879003
2112,4,2,"Single",1976,"ForcedAir","Central",,8,9,10,,1235949
1704,3,2,"Single",1976,"ForcedAir","Central",,9,9,10,,908694
952,2,1,"Condo",1971,"ForcedAir","Wall",,9,9,10,,425495
2679,4,4,"Single",2019,,,,8,8,10,,1357256
3403,4,3,"Single",2014,"ForcedAir","Central",,9,9,10,,1883968
1179,2,2,"Condo",1983,"ForcedAir","Central",,10,9,10,,611058
3462,5,4,"Single",2004,"Gas","Central",,9,9,10,,1550013
,4,,"Single",1993,"ForcedAir","Central",,8,9,10,,1129795
2306,3,3,"Single",1976,"ForcedAir","Central",,8,9,10,,1199007
3803,5,5,"Single",2004,"ForcedAir","Central",,9,9,10,,1534942
1022,2,2,"Condo",1983,"ForcedAir","Central",,10,9,10,,568355
830,1,1,"Condo",2019,,,,7,5,7,,694159
1475,3,2,"Single",1952,"ForcedAir",,,7,5,7,,1438095
1693,3,2,"Single",1951,"ForcedAir","Central",,3,5,7,,1489509
1636,3,3,"Townhouse",1981,"ForcedAir","Central",,3,5,7,,1002995
3094,5,5,"Single",1982,,,,7,5,7,,1275925
1226,3,2,"Single",1958,,,,6,6,8,,1044927
1067,2,2,"Condo",1971,"ForcedAir",,,4,6,7,,699952
2087,3,3,"Condo",2018,"ForcedAir","Central",,7,5,7,,1286355
1295,2,2,"Condo",,,,,7,5,7,,890232
910,1,1,"Condo",2019,"ForcedAir","Central",,7,5,7,,656903
,3,,"Single",1976,,,,5,5,7,,1001170
1002,2,2,"Condo",,,,,7,5,7,,701385
1046,2,2,"Condo",2019,,,,7,5,7,,688702
2288,4,3,"Single",2018,"ForcedAir","Central",,3,5,7,,1498896
1300,2,3,"Townhouse",1979,"ForcedAir","Central",,5,5,7,,707671
646,1,1,"Condo",1972,"Baseboard","Wall",,3,5,7,,525004
2049,4,4,"Townhouse",2019,,,,6,6,8,,1499999
2049,4,4,"Condo",,"ForcedAir","Central",,4,6,7,,1519995
716,1,1,"Condo",1987,"ForcedAir","Wall",,3,5,7,,599905
1028,2,2,"Condo",1969,"Baseboard",,,8,8,9,,689851
1994,5,3,"Single",1960,"ForcedAir","Central",,5,5,7,,1478902
2005,4,5,"Townhouse",2019,,,,,,,,1464998
1599,3,4,"Townhouse",2019,,,,6,6,8,,1330021
1252,3,2,"Single",1963,"ForcedAir","Central",,5,6,8,,1301644
2520,3,3,"Single",1948,"ForcedAir","Central",,7,5,7,,1512977
1528,2,3,"Townhouse",1987,"ForcedAir","Central",,5,5,7,,1000222
908,2,1,"Condo",2005,"ForcedAir","Central",,5,5,7,,819003
1071,2,2,"Condo",2019,"ForcedAir","Central",,7,5,7,,726217
1085,3,2,"Single",1958,"ForcedAir","Central",,7,6,8,,1430107
2100,3,2,"Single",1946,"ForcedAir","Central",,7,5,7,,1378224
1334,3,3,"Townhouse",1973,"Baseboard",,,6,6,8,,998372
1028,2,2,"Condo",1969,"ForcedAir",,,3,5,6,,639004
1971,3,4,"Townhouse",,,,,3,5,7,,1358539
2408,4,4,"Single",2004,"ForcedAir","Central",,6,7,,,2000800
,,,"Multiple",1970,"Gas",,,7,5,7,,1323929
1464,3,2,"Single",1920,"ForcedAir","Central",,7,5,7,,1415247
,,,"Multiple",1950,"Wall",,,7,6,8,,1450071
2083,4,4,"Single",2003,"ForcedAir","Central",,6,7,,,1730792
1626,3,3,"Townhouse",,,,,3,5,7,,1218826
1028,2,2,"Condo",1969,"Baseboard","Wall",,3,5,6,,690328
1059,2,3,"Townhouse",1997,"ForcedAir",,,3,5,7,,904081
1883,3,2,"Single",1964,,"Wall",,7,5,7,,1123160
1207,3,2,"Single",1960,"ForcedAir",,,6,6,8,,1154686
2236,4,5,"Townhouse",2019,,,,5,7,7,,1664453
,3,,"Single",1951,,,,4,6,7,,1093442
1062,2,2,"Condo",1984,"ForcedAir",,,5,6,7,,818259
2331,3,3,"Single",2003,"ForcedAir","Central",,6,7,,,1971285
,6,,"Single",1961,,,,7,5,7,,1569526
1676,4,3,"Single",1992,"ForcedAir","Central",,7,5,7,,1284959
,2,,"Single",1938,,,,5,5,7,,750742
1685,3,2,"Single",1972,"ForcedAir",,,6,6,8,,1396149
1899,3,4,"Townhouse",,,,,3,5,7,,1300704
2633,4,4,"Single",1964,"ForcedAir",,,4,6,7,,1981365
,3,,"Single",1947,,,,7,5,7,,867526
1565,4,2,"Single",1967,"ForcedAir","Central",,5,5,7,,1225895
2147,3,3,"Single",1935,"ForcedAir",,,7,5,7,,1451923
1084,2,2,"Condo",2019,"ForcedAir","Central",,7,5,7,,747277
997,2,1,"Single",1946,,,,3,5,7,,1014984
1880,3,3,"Condo",,,"Central",,4,6,7,,1411934
1148,2,2,"Condo",2005,"ForcedAir","Central",,5,5,7,,889005
1835,3,3,"Single",2019,"ForcedAir","Central",,7,6,8,,1600471
1349,4,2,"Single",1952,"ForcedAir",,,5,5,7,,1171883
,4,,"Single",1950,,,,7,5,7,,1220447
2004,4,4,"Single",2005,"ForcedAir","Central",,4,6,7,,1525638
983,2,2,"Condo",1970,"Baseboard",,,6,7,8,,635080
1790,5,3,"Single",1956,"ForcedAir",,,7,5,7,,1429266
1033,2,2,"Condo",,,,,7,5,7,,701279
1940,4,4,"Townhouse",2019,,,,6,6,8,,1430001
924,2,1,"Condo",1974,,,,1,2,8,,309899
2278,3,3,"Single",1981,"ForcedAir",,,2,4,7,,718938
2488,3,3,"Single",2019,,,,7,4,8,,949906
1317,3,3,"Single",2019,,,,3,2,3,,529995
2109,3,3,"Single",1974,,"Central",,7,4,8,,941779
2454,4,3,"Single",2019,"ForcedAir","Central",,2,4,4,,751418
1980,4,3,"Single",2019,,,,4,2,3,,598470
1200,2,2,"Mobile",1973,,,,2,4,4,,235000
1368,2,2,"Single",1925,,"Central",,3,1,9,,986635
1367,3,2,"Single",1957,,,,7,9,,,859938
2744,4,3,"Single",2019,"Gas",,,7,4,8,,1249004
1211,2,2,"Single",1976,,,,7,8,9,,488653
2559,4,3,"Single",1986,,,,4,4,7,,1168798
1344,2,2,"Mobile",1986,,,,,3,7,,206316
,3,,"Condo",1973,,,,2,4,8,,273872
1440,2,1,"Single",1948,,,,3,2,3,,800002
2164,3,2,"Single",1989,,,,7,8,9,,907522
1760,4,3,"Single",1962,"ForcedAir",,,4,4,7,,625002
2740,5,4,"Single",2002,,,,4,2,3,,670002
1780,4,3,"Single",1959,,,,8,4,7,,624831
1816,4,2,"Single",1976,,,,2,4,4,,659504
720,2,1,"Mobile",1969,,,,7,2,8,,123750
1447,2,2,"Single",1979,,,,7,8,9,,893855
1160,2,2,"Mobile",1970,,,,2,4,8,,116708
1440,2,2,"Mobile",1975,,,,,3,7,,153212
2350,3,2,"Single",1993,,,,7,9,,,1050001
976,2,1,"Single",1951,"Wall",,,4,2,3,,799004
1644,4,3,"Single",2019,,,,4,2,3,,583501
1080,2,2,"Mobile",1970,,,,5,4,8,,85792
2005,3,2,"Single",1988,,"Central",,7,8,9,,804658
2195,4,3,"Single",1998,,,,7,9,,,1150009
,4,,"Single",2000,,,,3,2,3,,438425
4158,5,4.5,"Single",1973,,,,5,4,8,,814375
1900,4,3,"Single",1974,"ForcedAir",,,7,9,,,725003
3333,3,3,"Single",1959,,,,5,4,8,,1293007
1690,2,2,"Mobile",1976,"ForcedAir","Central",,6,8,9,,156829
,1,,"Condo",1990,"Wall",,,2,4,7,,193122
2131,3,3,"Single",1965,"ForcedAir","Central",,5,4,8,,1464505
620,2,1,"Mobile",1978,,,,7,9,,,115155
2306,3,3,"Single",1992,,,,7,8,9,,2132684
2045,3,2,"Single",1979,,"Central",,5,4,8,,853921
1376,2,2,"Mobile",1969,,,,2,4,8,,89500
1834,4,3,"Single",1957,"Wall",,,7,9,,,749005
,3,,"Single",1980,,,,7,8,9,,1546000
2327,3,3,"Single",2019,"ForcedAir","Central",,2,4,4,,706118
1761,4,2,"Single",2019,,,,7,9,,,779947
2765,3,3,"Single",1926,,,,7,9,,,1395003
1500,3,2,"Single",1968,,,,7,9,,,735044
1212,3,3,"Single",1996,,,,7,4,8,,612849
1901,4,3,"Single",1989,,,,5,4,8,,649953
2978,4,3,"Single",2002,,,,7,9,,,965026
3300,3,3,"Single",1996,,"Central",,4,4,7,,1297591
1368,2,2,"Mobile",1969,,,,2,4,8,,117415
2450,5,4,"Single",2019,,,,4,2,3,,658462
2985,3,3,"Single",1965,,,,7,8,,,1569881
1152,2,2,"Mobile",1974,,,,6,2,3,,257827
2454,1,3,"Single",1974,,,,1,4,8,,938506
2005,3,2,"Single",1989,,"Central",,7,8,9,,790180
2500,4,3,"Single",2017,"ForcedAir",,,8,4,7,,849781
1530,4,3,"Single",2019,,"Central",,3,2,3,,555356
,3,,"Single",1995,,,,2,4,7,,313577
2450,5,4,"Single",2019,,,,4,2,3,,620594
1355,3,2,"Single",2019,,,,4,2,3,,553499
1304,3,2,"Single",2008,,,,4,4,4,,549904
1743,3,2,"Single",1940,,,,5,4,8,,739004
1746,2,3,"Condo",1992,"Wall","Central",,7,4,8,,594190
3306,5,3,"Single",2014,,,,7,9,,,1074914
1769,4,2,"Multiple",1939,"Wall",,,2,4,7,,565002
1404,,2,"Multiple",2006,,,,1,4,8,,459001
2880,4,3,"Single",2019,"ForcedAir","Central",,7,4,8,,985866
1884,3,3,"Single",1999,,,,4,2,3,,545004
3217,4,4,"Single",1955,,,,7,9,,,1071737
1452,3,2,"Single",1957,,,,7,9,,,614016
1848,3,3,"Single",1997,,"Central",,7,4,8,,794003
1618,3,2,"Single",2019,,,,,,,,675001
,2,,"Multiple",1947,"Wall",,,4,2,3,,265022
1044,2,2,"Condo",1979,,,,6,2,3,,285707
1166,3,3,"Condo",1975,,,,7,9,,,399254
2953,5,3,"Single",1998,"ForcedAir","Central",,5,4,8,,970000
,3,,"Condo",1995,"Gas",,,7,4,8,,598856
1489,3,2,"Single",1990,"ForcedAir",,,3,4,7,,585003
,3,,"Single",1961,,,,3,2,3,,331740
3175,4,3,"Single",1976,"Baseboard",,,5,4,8,,1296555
2349,3,2,"Single",1964,,,,7,4,8,,847659
1772,2,3,"Single",1985,"ForcedAir",,,5,4,8,,472803
1490,3,2,"Single",1928,,,,4,6,,,626156
2466,4,3,"Single",2019,"ForcedAir","Central",,2,2,4,,772051
1616,3,2,"Single",1990,,,,,,,,418330
1844,3,3,"Single",1986,,,,4,2,3,,1096301
1248,2,2,"Mobile",2004,,"Central",,4,2,3,,160667
1272,3,2,"Condo",1973,,,,2,4,8,,399900
1874,2,2,"Single",1989,"ForcedAir","Central",,7,8,9,,716215
1845,3,2,"Single",1996,,,,7,9,,,650802
1152,2,2,"Mobile",1977,,"Central",,1,2,8,,136808
,,,"Single",,,,,6,6,8,,570691
1684,3,2,"Single",1997,,,,7,9,,,600002
2303,4,3,"Single",2013,,"Central",,3,4,7,,650001
1120,2,2,"Mobile",1989,,,,,3,7,,197999
1600,3,2,"Single",2005,,,,2,2,8,,539903
2887,6,4,"Single",1947,,,,3,1,9,,791596
,4,,"Single",1970,,,,2,2,8,,353253
2240,4,3,"Single",2019,,,,5,4,8,,818507
1085,2,3,"Condo",2003,,,,3,4,7,,348000
2466,4,3,"Single",2019,"ForcedAir","Central",,2,4,4,,756620
1691,3,3,"Single",2019,"ForcedAir",,,7,4,8,,739953
,4,,"Single",1979,"ForcedAir","Central",,7,8,9,,4382000
1390,2,3,"Single",2019,"Gas",,,7,4,8,,649000
1530,4,3,"Single",2019,,"Central",,3,2,3,,529228
1278,3,2,"Single",1960,,,,6,4,7,,632192
,3,,"Single",1960,,,,3,2,3,,353156
2854,4,3,"Single",1974,"ForcedAir","Central",,7,9,,,1675004
1955,3,2,"Single",1984,,,,7,8,9,,787558
1197,2,3,"Condo",1984,,,,2,2,8,,359685
3400,5,3,"Multiple",1900,,,,1,4,8,,967309
2618,5,4,"Single",2019,,,,5,4,8,,1100010
1377,2,2,"Single",2019,"ForcedAir","Central",,4,2,4,,369901
1248,2,2,"Mobile",1977,,,,1,2,8,,126841
2953,5,3,"Single",2019,"ForcedAir","Central",,6,4,8,,1079997
2816,5,4,"Single",1987,"ForcedAir","Central",,5,4,8,,1150008
1600,2,2,"Single",1972,,,,7,8,9,,685985
1644,4,2,"Multiple",1925,"ForcedAir",,,5,4,7,,872592
2495,4,3,"Single",1964,,,,7,4,8,,741026
2938,4,5,"Single",2019,,,,7,9,,,1372927
1626,3,2,"Single",2019,"Gas",,,3,4,4,,665005
1755,3,2,"Single",2019,,,,4,2,3,,619175
1047,2,2,"Single",1991,"ForcedAir",,,2,4,4,,351405
2910,4,3,"Single",2018,"ForcedAir","Central",,4,2,4,,842527
2303,4,3,"Single",2007,,,,3,4,7,,679006
1400,3,3,"Condo",1995,,,,7,2,3,,425003
,2,,"Single",1961,,,,6,2,3,,372601
1530,4,3,"Single",2019,,,,6,2,3,,534991
1262,3,2,"Single",1975,,,,7,9,,,564007
1300,3,3,"Single",2011,,,,4,2,3,,539554
,3,,"Multiple",1995,,,,4,4,4,,407731
,2,,"Single",1952,,,,3,4,7,,286456
1540,4,2,"Single",1974,,,,2,4,4,,554901
2496,4,3,"Single",1994,"ForcedAir",,,7,9,,,890006
1018,3,2,"Single",1941,"Wall","Wall",,2,4,7,,5e+05
,3,,"Single",1946,,,,3,2,3,,321216
2283,3,3,"Single",1976,,,,4,4,7,,522412
1230,2,2,"Single",1979,,"Central",,7,8,9,,482149
968,2,2,"Condo",1984,,,,2,2,4,,295668
1773,3,2,"Single",1976,,,,6,2,3,,410836
2162,3,3,"Single",2019,"ForcedAir","Central",,7,4,8,,999907
1156,3,1,"Single",1939,,,,3,2,3,,872424
784,2,1,"Mobile",2003,"ForcedAir","Central",,7,9,,,145271
2690,3,4,"Multiple",1952,,,,3,4,7,,594571
2520,3,3,"Single",1974,"Baseboard",,,,,8,,812683
,2,,"Single",1951,,,,3,2,3,,478777
1320,2,2,"Condo",1994,,,,7,9,,,459953
1172,2,2,"Condo",1984,,,,7,8,9,,512377
1668,3,2,"Single",1956,,,,6,4,7,,685001
1240,3,2,"Single",1976,,,,6,2,3,,545001
1619,3,2,"Single",1958,,,,5,4,8,,599014
1918,3,2,"Single",2006,,"Central",,7,9,,,779005
1942,3,2,"Single",1987,,"Central",,7,8,9,,836576
1440,2,2,"Mobile",1976,,"Central",,6,8,9,,169000
1526,4,2,"Single",1962,,,,7,2,8,,650300
,1,,"Condo",1985,,,,2,2,4,,213374
1709,4,3,"Single",2017,,,,7,9,,,666191
1464,2,2,"Single",2019,"ForcedAir","Central",,4,2,4,,389901
2574,3,3,"Single",1979,"ForcedAir",,,8,4,7,,792423
3703,4,4,"Single",1983,,,,4,2,3,,1553648
5620,4,6,"Single",1985,"Electric","Central",,7,9,,,3426816
